City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
141,charlottetown,46.2352,-63.1267,15.11,80,0,3.09,CA,1692931930
142,kalmunai,7.4167,81.8167,29.1,63,68,1.83,LK,1692931969
143,hamilton,39.1834,-84.5333,29.43,86,20,2.57,US,1692931830
144,bredasdorp,-34.5322,20.0403,9.23,81,69,2.64,ZA,1692931971
145,manaure,11.7751,-72.4445,28.38,80,86,5.02,CO,1692931972
146,meiktila,20.8667,95.8667,25.38,86,100,7.58,MM,1692931973
147,randallstown,39.3673,-76.7953,23.9,87,97,1.79,US,1692931975
148,geraldton,-28.7667,114.6,21.23,52,99,4.63,AU,1692931977
149,palmer,42.1584,-72.3287,17.86,85,100,2.57,US,1692931978
150,gaigeturi,33.4644,126.3183,28.03,69,20,3.09,KR,1692931979
151,vadso,70.0744,29.7487,10.49,93,75,3.09,NO,1692931981
152,kodiak,57.79,-152.4072,16.73,72,0,4.63,US,1692931982
153,reggane,26.7158,0.1714,31.79,17,78,6.57,DZ,1692931983
154,akureyri,65.6835,-18.0878,6.96,93,0,2.06,IS,1692931984
155,yaren,-0.5472,166.916,28.47,71,43,2.32,NR,1692931986
156,college,64.8569,-147.8028,19.99,80,100,2.06,US,1692931879
157,tinogasta,-28.0632,-67.5649,10.41,44,72,1.38,AR,1692931989
158,hasaki,35.7333,140.8333,37.38,74,34,4.66,JP,1692931990
159,mwene-ditu,-7.0,23.45,21.49,29,5,2.03,CD,1692931992
160,talnakh,69.4865,88.3972,15.67,96,100,4.51,RU,1692931993
161,qaqortoq,60.7167,-46.0333,7.49,98,100,0.87,GL,1692931994
162,stanley,54.868,-1.6985,10.98,89,0,2.06,GB,1692931995
163,utrik,11.2278,169.8474,28.33,75,74,4.84,MH,1692931997
164,tangalle,6.024,80.7911,28.09,71,94,4.91,LK,1692931998
165,road town,18.4167,-64.6167,29.05,74,100,4.64,VG,1692931999
166,tsiombe,-25.3,45.4833,17.95,94,6,2.7,MG,1692932000
167,dwarka,22.2394,68.9678,26.85,82,100,7.94,IN,1692932002
168,saldanha,-33.0117,17.9442,12.03,81,93,9.72,ZA,1692932003
169,bambanglipuro,-7.95,110.2833,27.71,63,11,6.52,ID,1692932004
170,pisco,-13.7,-76.2167,19.03,82,40,5.66,PE,1692931978
171,lata,40.1629,-8.3327,17.26,91,12,1.02,PT,1692932006
172,mount pearl,47.5166,-52.7813,14.62,96,100,1.54,CA,1692932008
173,lashio,22.9333,97.75,23.01,93,100,0.6,MM,1692932009
174,kapa'a,22.0752,-159.319,31.18,73,0,7.2,US,1692932010
175,port lincoln,-34.7333,135.8667,17.91,61,26,3.47,AU,1692932011
176,vernon,50.2581,-119.2691,22.2,46,3,0.51,CA,1692932013
177,inongo,-1.95,18.2667,20.59,93,12,1.8,CD,1692932014
178,nago,26.5881,127.9761,31.47,69,66,1.64,JP,1692932015
179,dudinka,69.4058,86.1778,15.9,94,100,4.25,RU,1692932016
180,evinayong,1.4368,10.5512,20.35,99,99,0.44,GQ,1692932017
181,hermanus,-34.4187,19.2345,11.23,82,81,7.83,ZA,1692932019
182,brasileia,-11.0161,-68.7481,26.06,42,31,1.32,BR,1692932020
183,la foa,-21.7108,165.8276,21.5,63,43,6.56,NC,1692932021
184,swakopmund,-22.6833,14.5333,12.21,89,6,3.22,NA,1692932022
185,holualoa,19.6228,-155.9522,25.91,85,100,6.69,US,1692932023
186,kedougou,12.5579,-12.1743,24.05,95,100,0.53,SN,1692932024
187,namibe,-15.1961,12.1522,17.53,93,38,0.55,AO,1692932027
188,dingcheng,32.1272,115.0394,29.24,55,99,4.57,CN,1692932028
189,kerewan,13.4898,-16.0888,25.02,86,91,0.77,GM,1692932030
190,iskateley,67.6803,53.1512,7.34,84,100,6.03,RU,1692932031
191,greymouth,-42.4667,171.2,12.22,77,56,2.26,NZ,1692932033
192,papatowai,-46.5619,169.4708,12.77,74,19,1.15,NZ,1692932034
193,sig,35.5283,-0.1937,23.89,67,0,0.43,DZ,1692932035
194,bishkek,42.87,74.59,22.11,25,2,3.29,KG,1692931805
195,kailua-kona,19.6406,-155.9956,27.98,85,100,6.69,US,1692932038
196,nova vicosa,-17.8919,-39.3719,23.86,88,3,6.98,BR,1692932039
197,nemuro,43.3236,145.575,20.64,96,81,1.13,JP,1692932040
198,enewetak,11.3474,162.3373,28.21,76,100,2.12,MH,1692932041
199,nizhniy kuranakh,58.8353,125.4869,17.31,43,8,0.7,RU,1692932043
200,atafu village,-8.5421,-172.5159,28.18,77,75,5.92,TK,1692932044
201,miri,4.4148,114.0089,29.08,84,40,2.57,MY,1692932045
202,khandyga,62.6667,135.6,14.74,51,81,1.69,RU,1692932047
203,nova olinda do norte,-3.8881,-59.0942,27.18,53,27,1.33,BR,1692932048
204,tymovskoye,50.8456,142.655,19.57,80,99,2.83,RU,1692932049
205,puerto lempira,15.2667,-83.7667,25.68,91,100,2.03,HN,1692932050
206,itoman,26.1247,127.6694,32.01,71,75,4.12,JP,1692932051
207,anadyr,64.75,177.4833,13.28,37,20,3.0,RU,1692932053
208,kingston,17.997,-76.7936,30.53,87,40,2.06,JM,1692932054
209,chorbane,35.2858,10.3858,25.44,59,0,1.57,TN,1692932055
210,byron bay,-28.65,153.6167,20.39,55,57,4.26,AU,1692931894
211,guozhen,34.3659,107.359,18.16,94,100,0.15,CN,1692932058
212,yigo village,13.5361,144.8886,30.97,74,75,7.2,GU,1692932059
213,ust'-kut,56.7938,105.7672,23.43,46,36,3.14,RU,1692931830
214,dryden,49.7833,-92.7503,21.16,83,100,1.54,CA,1692932061
215,ballina,-28.8667,153.5667,20.43,57,57,3.84,AU,1692931984
216,thunder bay,48.4001,-89.3168,19.99,88,20,1.54,CA,1692932065
217,kiunga,-6.1219,141.2906,24.85,95,100,1.87,PG,1692932066
218,mutoko,-17.397,32.2268,14.05,53,0,2.27,ZW,1692932067
219,daru,-9.0763,143.2092,25.66,79,89,8.28,PG,1692932069
220,jiutai,44.1525,125.8328,22.19,73,48,3.45,CN,1692932070
221,gagliano del capo,39.8442,18.3695,25.68,73,18,5.66,IT,1692932071
222,whangarei,-35.7317,174.3239,13.49,54,97,1.29,NZ,1692932072
223,midvagur,62.0511,-7.1939,11.46,93,20,7.2,FO,1692932073
224,punta arenas,-53.15,-70.9167,0.62,80,8,7.11,CL,1692932076
225,kirakira,-10.4544,161.9205,26.35,81,55,5.41,SB,1692932077
226,redencao,-4.2258,-38.7306,22.88,98,16,0.47,BR,1692932078
227,zhangye,38.9342,100.4517,25.09,28,88,3.36,CN,1692932079
228,port macquarie,-31.4333,152.9167,22.16,58,0,3.27,AU,1692932080
229,charters towers,-20.1,146.2667,26.91,29,0,7.07,AU,1692932082
230,podgornoye,51.735,39.1496,12.12,94,0,4.0,RU,1692932083
231,tongouson,5.0214,120.1328,28.69,73,98,1.9,PH,1692932084
232,tazovsky,67.4667,78.7,9.4,76,4,6.18,RU,1692932085
233,cottage grove,44.8277,-92.9438,26.68,83,0,2.06,US,1692932067
234,cooma,-36.2333,149.1333,17.33,24,72,0.42,AU,1692932087
235,semirara,12.0697,121.3986,28.49,76,88,6.13,PH,1692932089
236,gamba,-2.65,10.0,21.16,94,73,0.33,GA,1692932090
237,montepuez,-13.1256,38.9997,18.11,94,0,1.26,MZ,1692932091
238,tolanaro,-25.0319,46.9987,20.04,88,20,5.14,MG,1692932093
239,mount isa,-20.7333,139.5,28.87,20,0,6.17,AU,1692932094
240,deming,32.2687,-107.7586,30.94,33,20,3.09,US,1692932096
241,sabaneta,6.15,-75.6,18.04,98,40,1.34,CO,1692932100
242,nizip,37.0097,37.7942,25.07,51,0,5.53,TR,1692932101
243,aykhal,66.0,111.5,20.75,52,34,8.01,RU,1692932103
244,sungai besar,3.6746,100.9867,28.85,72,10,1.11,MY,1692932105
245,novo aripuana,-5.1206,-60.3797,25.51,68,41,1.44,BR,1692931995
246,benghazi,32.1167,20.0667,26.71,70,40,4.56,LY,1692932108
247,harstad,68.799,16.5293,12.11,98,54,0.89,NO,1692932110
248,sitka,57.0531,-135.33,15.94,72,100,5.66,US,1692931997
249,lagrange,33.0393,-85.0313,27.37,92,8,3.8,US,1692931830
250,mitu,1.1983,-70.1733,22.65,95,52,1.13,CO,1692932113
251,priob'ye,62.5206,65.5964,9.07,85,100,1.56,RU,1692932115
252,port elizabeth,-33.918,25.5701,10.16,81,0,1.54,ZA,1692932116
253,mareeba,-17.0,145.4333,25.24,58,67,4.68,AU,1692931983
254,bikenibeu village,1.3673,173.1241,31.98,66,20,2.57,KI,1692932119
255,tucumcari,35.1717,-103.725,28.86,39,0,3.6,US,1692932121
256,harper,4.375,-7.7169,24.41,91,98,3.7,LR,1692932122
257,borrazopolis,-23.9411,-51.5875,21.18,48,69,1.37,BR,1692931877
258,margaret river,-33.95,115.0667,17.07,66,0,2.77,AU,1692932125
259,jayapura,-2.5333,140.7,32.66,72,84,2.25,ID,1692932126
260,la cabecera,18.8442,-99.5872,20.34,96,87,1.29,MX,1692932127
261,roma,43.2128,-75.4557,18.94,95,100,3.09,US,1692932128
262,koraput,18.8167,82.7167,23.75,79,98,3.47,IN,1692932130
263,ouro sogui,15.6,-13.3167,26.5,76,100,2.4,SN,1692932131
264,lorengau,-2.0226,147.2712,28.27,76,19,2.76,PG,1692932134
265,pacific grove,36.6177,-121.9166,19.45,88,75,3.6,US,1692932138
266,quirinopolis,-18.4483,-50.4517,27.36,31,27,1.73,BR,1692932139
267,krasnyy chikoy,50.3643,108.7512,18.82,54,57,1.41,RU,1692932140
268,kill devil hills,36.0307,-75.676,25.55,71,100,2.57,US,1692931921
269,vilhena,-12.7406,-60.1458,25.2,37,21,1.25,BR,1692932142
270,santana,-0.0583,-51.1817,28.1,83,20,2.57,BR,1692932144
