City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,tsiombe,-25.3,45.4833,17.24,66,3,5.51,MG,1693275543
364,kutulik,53.3508,102.7839,20.89,65,13,5.24,RU,1693275544
365,marsa alam,25.0757,34.8918,31.01,45,39,4.98,EG,1693275547
366,djibo,14.1022,-1.6306,28.25,64,53,2.96,BF,1693275548
367,gaya,24.7833,85.0,27.95,83,40,2.06,IN,1693275549
368,akrehamn,59.2667,5.1833,14.12,88,100,7.2,NO,1693275550
369,quellon,-43.1167,-73.6167,7.14,87,100,3.09,CL,1693275551
370,lorengau,-2.0226,147.2712,28.17,82,91,5.38,PG,1693275552
371,sandnessjoen,66.0217,12.6316,13.29,87,74,7.73,NO,1693275554
372,amga,60.8953,131.9608,24.16,54,11,0.22,RU,1693275555
373,kungur,57.4368,56.9593,7.43,93,22,5.11,RU,1693275556
374,san felipe,10.3399,-68.7425,24.42,83,1,1.76,VE,1693275557
375,mount pearl,47.5166,-52.7813,15.64,92,0,6.69,CA,1693275558
376,crane,31.3974,-102.3501,28.58,50,60,2.74,US,1693275559
377,manay,7.215,126.5397,30.92,68,91,6.16,PH,1693275562
378,ben gardane,33.1378,11.2197,25.85,63,2,5.04,TN,1693275563
379,porto murtinho,-21.6989,-57.8825,22.76,38,94,0.85,BR,1693275564
380,kavaratti,10.5669,72.642,27.99,77,100,5.59,IN,1693275566
381,saint-philippe,-21.3585,55.7679,20.77,83,73,4.27,RE,1693275567
382,gvardeysk,54.6477,21.0651,15.03,80,100,2.69,RU,1693275568
383,forquilhinha,-28.7475,-49.4722,8.02,93,0,0.94,BR,1693275569
384,new norfolk,-42.7826,147.0587,18.72,79,100,2.37,AU,1693275570
385,astrakhan,46.3497,48.0408,13.93,62,0,5.0,RU,1693275573
386,wagar,16.1525,36.2032,25.28,60,100,7.8,SD,1693275574
387,krasnyy kholm,58.0607,37.1203,8.33,73,100,3.41,RU,1693275575
388,zelenodolsk,55.8438,48.5178,5.98,93,24,4.62,RU,1693275401
389,arkhangel'sk,64.5401,40.5433,5.04,97,49,2.3,RU,1693275378
390,capri,40.5507,14.2426,21.83,55,11,11.57,IT,1693275579
391,nova vicosa,-17.8919,-39.3719,22.42,87,98,6.39,BR,1693275391
392,pishva,35.308,51.7267,26.14,29,0,2.51,IR,1693275581
393,barra do bugres,-15.0725,-57.1811,27.55,48,12,1.52,BR,1693275582
394,melfi,40.9965,15.6514,17.25,66,98,5.49,IT,1693275583
395,rongelap,11.1635,166.8941,28.54,78,82,5.78,MH,1693275586
396,fort-shevchenko,44.5086,50.263,23.88,73,55,6.43,KZ,1693275587
397,alakurtti,66.9672,30.3491,9.24,86,100,4.2,RU,1693275589
398,kristiansund,63.1115,7.732,11.03,93,75,1.03,NO,1693275590
399,banjarmasin,-3.3244,114.591,31.08,43,3,1.94,ID,1693275199
400,masterton,-40.9597,175.6575,13.42,49,4,1.64,NZ,1693275319
401,tanumah,27.1,44.1333,29.27,21,5,5.32,SA,1693275593
402,ishigaki,24.3448,124.1572,32.07,79,75,6.69,JP,1693275594
403,sylhet,24.5,91.6667,27.7,84,97,2.02,BD,1693275376
404,salekhard,66.53,66.6019,8.58,68,6,2.42,RU,1693275598
405,xiva,41.3783,60.3639,16.99,25,0,4.34,UZ,1693275502
406,itaituba,-4.2761,-55.9836,29.77,39,99,1.19,BR,1693275366
407,nemuro,43.3236,145.575,17.23,85,85,6.21,JP,1693275602
408,svetlyy,54.675,20.1347,16.65,89,100,1.69,RU,1693275604
409,tejen,37.3834,60.5054,21.52,19,0,6.73,TM,1693275605
410,anna regina,7.2644,-58.5077,28.46,79,99,3.92,GY,1693275606
411,urucara,-2.5364,-57.76,27.54,42,0,1.27,BR,1693275608
412,eyl,7.9803,49.8164,26.08,66,30,10.66,SO,1693275610
413,lesnoy,57.6198,63.0784,10.29,88,100,3.72,RU,1693275611
414,ingeniero jacobacci,-41.3427,-69.5448,2.48,70,0,3.82,AR,1693275612
415,nagqu,31.5,92.0,7.03,81,76,3.39,CN,1693275614
416,nacozari de garcia,30.3742,-109.6908,27.2,43,68,0.68,MX,1693275615
417,anloga,5.7947,0.8973,24.66,91,74,4.6,GH,1693275616
418,tshikapa,-6.4167,20.8,21.68,51,36,0.72,CD,1693275617
419,bamyan,34.75,67.25,6.43,63,0,1.21,AF,1693275618
420,kirensk,57.7853,108.1119,22.33,61,8,1.17,RU,1693275619
421,moose jaw,50.4001,-105.5344,23.14,40,0,1.54,CA,1693275621
422,la passe,45.5549,-0.8967,16.1,81,46,4.33,FR,1693275622
423,vorkuta,67.5,64.0,6.44,87,66,1.71,RU,1693275522
424,prince george,53.9166,-122.753,27.36,48,0,2.06,CA,1693275624
425,qamdo,31.1667,97.2333,8.75,68,99,0.47,CN,1693275625
426,ghorawal,24.7667,82.7833,24.48,79,95,3.94,IN,1693275626
427,mogocha,53.7333,119.7667,21.23,34,12,1.32,RU,1693275628
428,aral,40.5156,81.2636,24.83,26,100,5.57,CN,1693275629
429,cuajinicuilapa,16.4667,-98.4167,26.51,78,64,0.7,MX,1693275630
430,maloye ganyushkino,46.6,49.2667,16.42,45,0,6.45,KZ,1693275631
431,cidreira,-30.1811,-50.2056,12.94,74,17,5.73,BR,1693275633
432,gudur,14.1333,79.85,30.13,60,76,4.38,IN,1693275634
433,sibu,2.3,111.8167,29.17,74,20,1.03,MY,1693275635
434,la reforma,25.0833,-108.05,28.78,78,2,2.81,MX,1693275636
435,awjilah,29.1081,21.2869,30.4,23,0,2.27,LY,1693275637
436,enewetak,11.3474,162.3373,28.81,78,39,7.71,MH,1693275638
437,visakhapatnam,17.69,83.2093,29.23,63,52,0.8,IN,1693275640
438,lamu,-2.2717,40.902,24.12,83,36,6.06,KE,1693275641
439,consolacion,10.3667,123.95,26.89,78,100,7.72,PH,1693275642
440,matamata,-37.8106,175.7624,15.1,54,0,2.24,NZ,1693275643
441,ermoupolis,37.4423,24.9425,24.39,64,0,1.03,GR,1693275645
442,taltal,-25.4,-70.4833,18.44,52,2,2.25,CL,1693275646
443,bardai,11.65,7.2333,22.45,84,4,2.92,NG,1693275647
444,hunchun,42.8675,130.3581,17.11,97,100,7.55,CN,1693275648
445,coyhaique,-45.5752,-72.0662,5.97,56,75,2.06,CL,1693275649
446,ayios konstandinos,38.6333,21.4,22.43,65,23,1.24,GR,1693275650
447,cockburn town,21.4612,-71.1419,29.14,79,65,3.14,TC,1693275652
448,santa rosa,14.3122,121.1114,30.04,80,100,6.55,PH,1693275653
449,geraldton,-28.7667,114.6,19.23,72,0,4.12,AU,1693275655
450,namtsy,62.7161,129.6658,25.75,41,62,0.69,RU,1693275656
451,puerto maldonado,-12.6,-69.1833,27.43,47,99,0.16,PE,1693275657
452,crucecita,-28.95,-58.9833,9.41,51,0,3.24,AR,1693275658
453,natchez,31.5604,-91.4032,25.14,88,0,1.54,US,1693275660
454,grande prairie,55.1667,-118.8027,23.1,64,0,3.09,CA,1693275661
455,yemva,62.59,50.8594,7.81,84,100,1.45,RU,1693275662
456,narman,40.3465,41.8703,14.78,73,100,0.91,TR,1693275663
457,guerrero negro,27.9769,-114.0611,22.22,78,9,6.06,MX,1693275664
458,robore,-18.3333,-59.75,22.51,51,5,1.44,BO,1693275665
459,tanabe,33.7333,135.3667,30.56,70,20,5.66,JP,1693275667
460,bonthe,7.5264,-12.505,24.64,90,100,2.44,SL,1693275668
461,palapye,-22.546,27.1251,10.23,75,94,3.38,BW,1693275669
462,puerto lempira,15.2667,-83.7667,26.44,92,100,4.15,HN,1693275670
463,akureyri,65.6835,-18.0878,8.96,87,100,0.0,IS,1693275671
464,pontianak,-0.0333,109.3333,28.99,65,20,4.12,ID,1693275673
465,mableton,33.8157,-84.5619,22.51,94,0,0.0,US,1693275674
466,saint-louis,16.3333,-15.0,26.81,75,89,5.0,SN,1693275675
467,al wafrah,28.6392,47.9306,30.2,23,0,1.64,KW,1693275676
468,twon-brass,4.3151,6.2418,25.42,88,25,4.61,NG,1693275679
469,longboat key,27.4125,-82.659,30.03,62,75,2.57,US,1693275680
470,mando,10.7167,6.5667,21.89,92,7,1.07,NG,1693275682
471,thunder bay,48.4001,-89.3168,16.99,94,75,1.03,CA,1693275635
472,hauterive,46.0901,3.4459,13.42,95,62,0.66,FR,1693275685
473,muisne,0.6,-80.0333,25.06,83,91,2.6,EC,1693275686
474,alesund,62.4723,6.1549,14.86,87,100,3.6,NO,1693275540
475,riasi,33.0833,74.8333,23.37,79,92,2.3,IN,1693275688
476,thief river falls,48.1191,-96.1812,19.53,68,0,0.0,US,1693275552
477,sarpol-e zahab,34.4611,45.8626,27.69,32,0,1.78,IR,1693275691
478,katsuren-haebaru,26.3369,127.8719,33.01,74,2,4.66,JP,1693275692
479,tolanaro,-25.0319,46.9987,20.04,52,75,4.12,MG,1693275693
480,liperi,62.5333,29.3667,14.6,82,100,6.69,FI,1693275694
481,hovd,48.0056,91.6419,26.32,18,100,3.03,MN,1693275696
482,fuerte olimpo,-21.0415,-57.8738,22.16,38,7,0.96,PY,1693275697
483,kosh-agach,50.0,88.6667,18.8,34,100,0.56,RU,1693275698
484,hagere maryam,5.6333,38.2333,14.93,74,100,1.76,ET,1693275700
485,santa maria do suacui,-18.1903,-42.4142,18.64,96,100,0.96,BR,1693275703
486,kruisfontein,-34.0033,24.7314,15.84,24,0,4.1,ZA,1693275704
487,dickinson,29.4608,-95.0513,33.05,68,20,5.14,US,1693275706
488,touros,-5.1989,-35.4608,24.24,88,0,3.63,BR,1693275652
489,'ain deheb,34.8422,1.547,15.15,37,6,2.37,DZ,1693275708
490,revda,56.801,59.9303,7.4,95,100,4.64,RU,1693275583
491,arenapolis,-14.4503,-56.8461,27.56,51,58,2.03,BR,1693275710
492,bodo,67.28,14.405,12.65,97,0,1.54,NO,1693275712
493,magadan,59.5667,150.8,19.74,58,19,0.18,RU,1693275713
494,itamaraca,-7.7478,-34.8256,26.03,90,4,2.85,BR,1693275714
495,koh kong,11.6175,102.9806,28.73,74,99,3.38,KH,1693275715
496,yeed,4.55,43.0333,23.47,69,57,8.54,SO,1693275717
497,snyder,32.7179,-100.9176,29.19,32,0,2.57,US,1693275718
498,nar'yan-mar,67.6713,53.087,7.79,86,100,1.05,RU,1693275719
499,coquimbo,-29.9533,-71.3436,13.85,76,0,2.06,CL,1693275720
500,altamira,-3.2033,-52.2064,28.09,47,90,1.09,BR,1693275721
501,tual,-5.6667,132.75,24.71,85,100,9.42,ID,1693275723
502,salaga,8.5508,-0.5188,22.88,95,79,1.27,GH,1693275725
503,omaruru,-21.4333,15.9333,19.85,46,6,7.2,NA,1693275726
504,walvis bay,-22.9575,14.5053,17.53,67,47,3.6,NA,1693275727
505,watsa,3.0372,29.5355,17.26,98,93,1.01,CD,1693275729
506,chaiyaphum,15.75,102.0,26.46,76,100,3.52,TH,1693275730
507,borogontsy,62.6683,131.1683,24.06,48,7,1.3,RU,1693275731
508,al hazm,16.1641,44.7769,27.23,36,42,1.84,YE,1693275732
509,qurayyat,31.3318,37.3428,21.1,60,0,0.0,SA,1693275525
510,malabar,-33.9667,151.25,24.84,49,0,2.57,AU,1693275734
511,alto araguaia,-17.3147,-53.2153,23.92,55,43,1.45,BR,1693275736
512,vyatskiye polyany,56.226,51.0656,9.22,91,95,5.79,RU,1693275737
513,lompoc,34.6391,-120.4579,26.08,79,0,10.28,US,1693275738
514,kilindoni,-7.9139,39.6668,24.75,81,19,11.53,TZ,1693275739
515,sensuntepeque,13.8667,-88.6333,20.57,95,100,0.49,SV,1693275741
516,praia da vitoria,38.7333,-27.0667,23.75,94,75,4.43,PT,1693275742
517,doctor arroyo,23.6667,-100.1833,22.52,46,61,3.35,MX,1693275743
518,yarmouth,41.7057,-70.2286,20.01,93,0,1.34,US,1693275744
519,east london,-33.0153,27.9116,15.57,64,0,5.0,ZA,1693275745
520,berdigestyakh,62.0989,126.6992,25.54,46,10,1.12,RU,1693275747
521,san pedro pochutla,15.7333,-96.4667,26.51,86,100,0.85,MX,1693275748
522,auki,-8.7676,160.7034,27.8,77,100,4.85,SB,1693275749
523,chilca,-12.5211,-76.7372,18.33,86,64,3.34,PE,1693275751
524,pinotepa nacional,16.3167,-98.0167,25.66,79,98,0.41,MX,1693275752
525,mont-dore,-22.2833,166.5833,24.99,99,82,5.53,NC,1693275753
526,terrace,54.5163,-128.6035,25.95,44,75,8.23,CA,1693275754
527,karratha,-20.7377,116.8463,28.9,20,12,3.6,AU,1693275755
528,madang,-5.2246,145.7966,31.09,61,26,3.26,PG,1693275757
529,kloulklubed,7.0419,134.2556,31.28,82,77,5.78,PW,1693275758
530,kem',64.9555,34.5793,9.07,82,93,6.11,RU,1693275759
531,moyale,3.5167,39.0584,18.01,79,78,5.97,KE,1693275760
532,novodvinsk,64.4165,40.8122,4.6,97,27,2.17,RU,1693275761
533,jerome,42.7241,-114.5186,30.24,39,4,4.51,US,1693275763
534,yanjiang,30.1211,104.6481,23.16,87,100,0.98,CN,1693275747
535,horta,38.5333,-28.6333,23.34,94,100,4.02,PT,1693275765
536,west richland,46.3043,-119.3614,37.95,24,0,4.12,US,1693275767
537,weno,7.4515,151.8468,28.97,89,100,2.57,FM,1693275769
538,hotan,37.0997,79.9269,20.83,43,63,4.71,CN,1693275770
539,glace bay,46.1969,-59.957,13.98,91,40,3.09,CA,1693275773
540,puerto ayacucho,5.6639,-67.6236,24.4,94,98,2.29,VE,1693275774
541,ciudad acuna,29.3232,-100.9522,27.32,73,40,5.66,MX,1693275775
542,oltinko'l,40.8011,72.1634,17.9,43,0,1.86,UZ,1693275776
543,bodaybo,57.8506,114.1933,21.46,64,0,0.04,RU,1693275777
544,petropavlivka,48.4564,36.4367,19.25,76,5,3.77,UA,1693275778
545,porto novo,6.4965,2.6036,24.9,93,88,2.03,BJ,1693275780
546,tafuna,-14.3358,-170.72,27.97,83,100,7.2,AS,1693275781
547,podujeva,42.9106,21.1931,18.53,65,91,1.49,XK,1693275782
548,ketchikan,55.3422,-131.6461,19.26,82,0,6.69,US,1693275783
549,gaalkacyo,6.7697,47.4308,24.31,66,76,8.71,SO,1693275784
550,sitangkai,4.6628,119.3928,28.58,80,100,8.18,PH,1693275786
551,maintirano,-18.0667,44.0167,23.45,83,78,2.86,MG,1693275787
552,nouadhibou,20.931,-17.0347,23.81,85,100,1.29,MR,1693275788
553,balykshi,47.0667,51.8667,9.0,81,0,4.0,KZ,1693275789
554,minas novas,-17.2186,-42.5903,19.18,96,90,1.01,BR,1693275791
555,naze,28.3667,129.4833,29.51,79,73,4.5,JP,1693275794
556,island harbour,50.724,-1.2758,15.52,86,97,0.45,GB,1693275795
557,piti village,13.4626,144.6933,31.49,74,20,3.6,GU,1693275796
558,les cayes,18.2,-73.75,27.98,87,62,1.94,HT,1693275797
559,kanniyakumari,8.0833,77.5667,26.55,83,99,5.41,IN,1693275799
560,yasugicho,35.4333,133.25,34.01,49,20,5.66,JP,1693275800
561,alton north (historical),26.2953,-98.3045,35.1,48,0,5.66,US,1693275801
562,atar,20.5169,-13.0499,31.94,54,77,6.63,MR,1693275802
563,tsirang,27.0219,90.1229,19.97,90,87,0.75,BT,1693275803
564,lazaro cardenas,17.9583,-102.2,28.03,81,4,1.75,MX,1693275805
565,essaouira,31.5125,-9.77,23.72,49,0,4.63,MA,1693275806
566,manicore,-5.8092,-61.3003,29.53,42,86,0.53,BR,1693275807
